NbOfParameters;54
-0,497498;-0,07907831;-0,1524879;-0,93189806;-0,118858434;-0,17955986;0,0005821176;-0,048076726;-0,07432078;-0,0067906827;-0,0317855;-0,062113598;0,041003875;0,0070678033;-0,032010324;-0,050030526;-0,09719075;-0,05109557;-0,005373273;-0,008203808;0,11704837;0,011385474;0,118164845;0,049341466;0,07782476;-0,12424186;-0,1366733;-0,11763246;-0,056470986;-0,025668997;-0,06753227;0,006091967;-0,09842147;-0,07575494;-0,0059202164;-0,18463174;0,04663701;0,085212335;-0,28023353;0,0039003827;-0,06805453;-0,14664698;0,051802795;0,05143751;0,058706015;-0,11532395;0,14416122;0,07065624;0,004477948;-0,04079901;-0,08068882;0,027307276;0,073590666;-0,100610405;0,0029987916
